          933         -40.1370603117           9.369892069929E-04
          944         -39.1370603117           9.369892069929E-04
          888         -37.1370603117           9.810314735867E-04
          889         -37.1370603117           9.810314735867E-04
          890         -37.1370603117           9.810314735867E-04
          898         -37.1370603117           9.810314735867E-04
          927         -37.1370603117           9.369892069929E-04
          975         -37.1370603117           8.924451524031E-04
          997         -36.1370603117           8.924451524031E-04
          950         -35.1370603117           9.369892069929E-04
          852         -33.1370603117           9.810314735867E-04
          832         -32.1370603117           1.023973706862E-03
          850         -32.1370603117           1.023973706862E-03
          887         -32.1370603117           9.810314735867E-04
          879         -31.1370603117           9.810314735867E-04
          891         -31.1370603117           9.810314735867E-04
          904         -31.1370603117           9.369892069929E-04
          981         -31.1370603117           8.924451524031E-04
          980         -30.1370603117           8.924451524031E-04
          786         -29.1370603117           1.065097375716E-03
          827         -29.1370603117           1.023973706862E-03
          945         -29.1370603117           9.369892069929E-04
          792         -28.1370603117           1.065097375716E-03
          798         -27.1370603117           1.065097375716E-03
          996         -27.1370603117           8.924451524031E-04
          846         -26.1370603117           1.023973706862E-03
          922         -26.1370603117           9.369892069929E-04
          956         -26.1370603117           8.924451524031E-04
          745         -25.1370603117           1.103544979275E-03
          728         -24.1370603117           1.103544979275E-03
          749         -24.1370603117           1.103544979275E-03
          791         -24.1370603117           1.065097375716E-03
          856         -24.1370603117           9.810314735867E-04
          886         -24.1370603117           9.810314735867E-04
          804         -23.1370603117           1.023973706862E-03
          733         -22.1370603117           1.103544979275E-03
          874         -22.1370603117           9.810314735867E-04
          696         -21.1370603117           1.138298763358E-03
          775         -21.1370603117           1.065097375716E-03
          951         -21.1370603117           8.924451524031E-04
          700         -20.1370603117           1.138298763358E-03
          755         -20.1370603117           1.065097375716E-03
          785         -20.1370603117           1.065097375716E-03
          952         -20.1370603117           8.924451524031E-04
          845         -19.1370603117           1.023973706862E-03
          990         -19.1370603117           8.924451524031E-04
          631         -18.1370603117           1.168156497248E-03
          653         -18.1370603117           1.138298763358E-03
          779         -18.1370603117           1.065097375716E-03
          822         -18.1370603117           1.023973706862E-03
          968         -18.1370603117           8.924451524031E-04
          987         -18.1370603117           8.924451524031E-04
          988         -18.1370603117           8.924451524031E-04
          989         -18.1370603117           8.924451524031E-04
          991         -18.1370603117           8.924451524031E-04
          650         -17.1370603117           1.168156497248E-03
          681         -17.1370603117           1.138298763358E-03
          724         -17.1370603117           1.103544979275E-03
          986         -17.1370603117           8.924451524031E-04
          637         -16.1370603117           1.168156497248E-03
          640         -16.1370603117           1.168156497248E-03
          787         -16.1370603117           1.065097375716E-03
          808         -16.1370603117           1.023973706862E-03
          892         -16.1370603117           9.810314735867E-04
          962         -16.1370603117           8.924451524031E-04
          638         -15.1370603117           1.168156497248E-03
          641         -15.1370603117           1.168156497248E-03
          706         -15.1370603117           1.103544979275E-03
          752         -15.1370603117           1.065097375716E-03
          969         -15.1370603117           8.924451524031E-04
          932         -14.1370603117           9.369892069929E-04
          992         -14.1370603117           8.924451524031E-04
          603         -13.1370603117           1.168156497248E-03
          639         -13.1370603117           1.168156497248E-03
          869         -13.1370603117           9.810314735867E-04
          985         -13.1370603117           8.924451524031E-04
          578         -12.1370603117           1.191703927865E-03
          587         -12.1370603117           1.191703927865E-03
          647         -12.1370603117           1.168156497248E-03
          674         -12.1370603117           1.138298763358E-03
          771         -12.1370603117           1.065097375716E-03
          868         -12.1370603117           9.810314735867E-04
          909         -12.1370603117           9.369892069929E-04
          588         -11.1370603117           1.191703927865E-03
          590         -11.1370603117           1.191703927865E-03
          591         -11.1370603117           1.191703927865E-03
          677         -11.1370603117           1.138298763358E-03
          839         -11.1370603117           1.023973706862E-03
          883         -11.1370603117           9.810314735867E-04
          894         -11.1370603117           9.810314735867E-04
          589         -10.1370603117           1.191703927865E-03
          624         -10.1370603117           1.168156497248E-03
          656         -10.1370603117           1.138298763358E-03
          732         -10.1370603117           1.103544979275E-03
          780         -10.1370603117           1.065097375716E-03
          838         -10.1370603117           1.023973706862E-03
          840         -10.1370603117           1.023973706862E-03
          862         -10.1370603117           9.810314735867E-04
          636         -9.13706031174           1.168156497248E-03
          759         -9.13706031174           1.065097375716E-03
          837         -9.13706031174           1.023973706862E-03
          861         -9.13706031174           9.810314735867E-04
          908         -9.13706031174           9.369892069929E-04
          947         -9.13706031174           9.369892069929E-04
          967         -9.13706031174           8.924451524031E-04
          545         -8.13706031174           1.207283480363E-03
          575         -8.13706031174           1.191703927865E-03
          581         -8.13706031174           1.191703927865E-03
          606         -8.13706031174           1.168156497248E-03
          627         -8.13706031174           1.168156497248E-03
          793         -8.13706031174           1.065097375716E-03
          875         -8.13706031174           9.810314735867E-04
          963         -8.13706031174           8.924451524031E-04
          978         -8.13706031174           8.924451524031E-04
          501         -7.13706031174           1.207283480363E-03
          596         -7.13706031174           1.191703927865E-03
          841         -7.13706031174           1.023973706862E-03
          921         -7.13706031174           9.369892069929E-04
          930         -7.13706031174           9.369892069929E-04
          533         -6.13706031174           1.207283480363E-03
          555         -6.13706031174           1.191703927865E-03
          703         -6.13706031174           1.103544979275E-03
          710         -6.13706031174           1.103544979275E-03
          790         -6.13706031174           1.065097375716E-03
          953         -6.13706031174           8.924451524031E-04
          999         -6.13706031174           8.924451524031E-04
          720         -5.13706031174           1.103544979275E-03
          836         -5.13706031174           1.023973706862E-03
          895         -5.13706031174           9.810314735867E-04
          552         -4.13706031174           1.191703927865E-03
          783         -4.13706031174           1.065097375716E-03
          795         -4.13706031174           1.065097375716E-03
          931         -4.13706031174           9.369892069929E-04
          961         -4.13706031174           8.924451524031E-04
          984         -4.13706031174           8.924451524031E-04
          993         -4.13706031174           8.924451524031E-04
          998         -4.13706031174           8.924451524031E-04
          486         -3.13706031174           1.212958720337E-03
          738         -3.13706031174           1.103544979275E-03
          739         -3.13706031174           1.103544979275E-03
          830         -3.13706031174           1.023973706862E-03
          831         -3.13706031174           1.023973706862E-03
          925         -3.13706031174           9.369892069929E-04
          973         -3.13706031174           8.924451524031E-04
          740         -2.13706031174           1.103544979275E-03
          882         -2.13706031174           9.810314735867E-04
          492         -1.13706031174           1.212958720337E-03
          499         -1.13706031174           1.212958720337E-03
          558         -1.13706031174           1.191703927865E-03
          620         -1.13706031174           1.168156497248E-03
          660         -1.13706031174           1.138298763358E-03
          770         -1.13706031174           1.065097375716E-03
          884         -1.13706031174           9.810314735867E-04
          901         -1.13706031174           9.369892069929E-04
          934         -1.13706031174           9.369892069929E-04
          946         -1.13706031174           9.369892069929E-04
          958         -1.13706031174           8.924451524031E-04
          506        -0.137060311739           1.207283480363E-03
          529        -0.137060311739           1.207283480363E-03
          642        -0.137060311739           1.168156497248E-03
          669        -0.137060311739           1.138298763358E-03
          685        -0.137060311739           1.138298763358E-03
          693        -0.137060311739           1.138298763358E-03
          719        -0.137060311739           1.103544979275E-03
          737        -0.137060311739           1.103544979275E-03
          847        -0.137060311739           1.023973706862E-03
          877        -0.137060311739           9.810314735867E-04
          496         0.862939688261           1.212958720337E-03
          586         0.862939688261           1.191703927865E-03
          689         0.862939688261           1.138298763358E-03
          782         0.862939688261           1.065097375716E-03
          788         0.862939688261           1.065097375716E-03
          900         0.862939688261           9.810314735867E-04
          479          1.86293968826           1.212958720337E-03
          778          1.86293968826           1.065097375716E-03
          842          1.86293968826           1.023973706862E-03
          911          1.86293968826           9.369892069929E-04
          919          1.86293968826           9.369892069929E-04
          731          2.86293968826           1.103544979275E-03
          747          2.86293968826           1.103544979275E-03
          794          2.86293968826           1.065097375716E-03
          825          2.86293968826           1.023973706862E-03
          858          2.86293968826           9.810314735867E-04
          906          2.86293968826           9.369892069929E-04
          548          3.86293968826           1.207283480363E-03
          741          3.86293968826           1.103544979275E-03
          753          3.86293968826           1.065097375716E-03
