      Radius     |       Dichte
  9.4000E-03     |      0.9999853
  9.5000E-03     |      0.9999850
  9.6000E-03     |      0.9999846
  9.7000E-03     |      0.9999843
  9.8000E-03     |      0.9999840
  9.9000E-03     |      0.9999837
  1.0000E-02     |      0.9999833
  1.0100E-02     |      0.9999830
  1.0200E-02     |      0.9999827
  1.0300E-02     |      0.9999823
  1.0400E-02     |      0.9999820
  1.0500E-02     |      0.9999816
  1.0600E-02     |      0.9999813
  1.0700E-02     |      0.9999809
  1.0800E-02     |      0.9999806
  1.0900E-02     |      0.9999802
  1.1000E-02     |      0.9999798
  1.1100E-02     |      0.9999795
  1.1200E-02     |      0.9999791
  1.1300E-02     |      0.9999787
  1.1400E-02     |      0.9999783
  1.1500E-02     |      0.9999780
  1.1600E-02     |      0.9999776
  1.1700E-02     |      0.9999772
  1.1800E-02     |      0.9999768
  1.1900E-02     |      0.9999764
  1.2000E-02     |      0.9999760
  1.2100E-02     |      0.9999756
  1.2200E-02     |      0.9999752
  1.2300E-02     |      0.9999748
  1.2400E-02     |      0.9999744
  1.2500E-02     |      0.9999740
  1.2600E-02     |      0.9999735
  1.2700E-02     |      0.9999731
  1.2800E-02     |      0.9999727
  1.2900E-02     |      0.9999723
  1.3000E-02     |      0.9999718
  1.3100E-02     |      0.9999714
  1.3200E-02     |      0.9999710
  1.3300E-02     |      0.9999705
  1.3400E-02     |      0.9999701
  1.3500E-02     |      0.9999696
  1.3600E-02     |      0.9999692
  1.3700E-02     |      0.9999687
  1.3800E-02     |      0.9999683
  1.3900E-02     |      0.9999678
  1.4000E-02     |      0.9999673
  1.4100E-02     |      0.9999669
  1.4200E-02     |      0.9999664
  1.4300E-02     |      0.9999659
  1.4400E-02     |      0.9999654
  1.4500E-02     |      0.9999650
  1.4600E-02     |      0.9999645
  1.4700E-02     |      0.9999640
  1.4800E-02     |      0.9999635
  1.4900E-02     |      0.9999630
  1.5000E-02     |      0.9999625
  1.5100E-02     |      0.9999620
  1.5200E-02     |      0.9999615
  1.5300E-02     |      0.9999610
  1.5400E-02     |      0.9999605
  1.5500E-02     |      0.9999600
  1.5600E-02     |      0.9999594
  1.5700E-02     |      0.9999589
  1.5800E-02     |      0.9999584
  1.5900E-02     |      0.9999579
  1.6000E-02     |      0.9999573
  1.6100E-02     |      0.9999568
  1.6200E-02     |      0.9999563
  1.6300E-02     |      0.9999557
  1.6400E-02     |      0.9999552
  1.6500E-02     |      0.9999546
  1.6600E-02     |      0.9999541
  1.6700E-02     |      0.9999535
  1.6800E-02     |      0.9999530
  1.6900E-02     |      0.9999524
  1.7000E-02     |      0.9999518
  1.7100E-02     |      0.9999513
  1.7200E-02     |      0.9999507
  1.7300E-02     |      0.9999501
  1.7400E-02     |      0.9999495
  1.7500E-02     |      0.9999490
  1.7600E-02     |      0.9999484
  1.7700E-02     |      0.9999478
  1.7800E-02     |      0.9999472
  1.7900E-02     |      0.9999466
  1.8000E-02     |      0.9999460
  1.8100E-02     |      0.9999454
  1.8200E-02     |      0.9999448
  1.8300E-02     |      0.9999442
  1.8400E-02     |      0.9999436
  1.8500E-02     |      0.9999430
  1.8600E-02     |      0.9999423
  1.8700E-02     |      0.9999417
  1.8800E-02     |      0.9999411
  1.8900E-02     |      0.9999405
  1.9000E-02     |      0.9999398
  1.9100E-02     |      0.9999392
  1.9200E-02     |      0.9999386
  1.9300E-02     |      0.9999379
  1.9400E-02     |      0.9999373
  1.9500E-02     |      0.9999366
  1.9600E-02     |      0.9999360
  1.9700E-02     |      0.9999353
  1.9800E-02     |      0.9999347
  1.9900E-02     |      0.9999340
  2.0000E-02     |      0.9999333
  2.0100E-02     |      0.9999327
  2.0200E-02     |      0.9999320
  2.0300E-02     |      0.9999313
  2.0400E-02     |      0.9999306
  2.0500E-02     |      0.9999300
  2.0600E-02     |      0.9999293
  2.0700E-02     |      0.9999286
  2.0800E-02     |      0.9999279
  2.0900E-02     |      0.9999272
  2.1000E-02     |      0.9999265
  2.1100E-02     |      0.9999258
  2.1200E-02     |      0.9999251
  2.1300E-02     |      0.9999244
  2.1400E-02     |      0.9999237
  2.1500E-02     |      0.9999230
  2.1600E-02     |      0.9999222
  2.1700E-02     |      0.9999215
  2.1800E-02     |      0.9999208
  2.1900E-02     |      0.9999201
  2.2000E-02     |      0.9999193
  2.2100E-02     |      0.9999186
  2.2200E-02     |      0.9999179
  2.2300E-02     |      0.9999171
  2.2400E-02     |      0.9999164
  2.2500E-02     |      0.9999156
  2.2600E-02     |      0.9999149
  2.2700E-02     |      0.9999141
  2.2800E-02     |      0.9999134
  2.2900E-02     |      0.9999126
  2.3000E-02     |      0.9999118
  2.3100E-02     |      0.9999111
  2.3200E-02     |      0.9999103
  2.3300E-02     |      0.9999095
  2.3400E-02     |      0.9999087
  2.3500E-02     |      0.9999080
  2.3600E-02     |      0.9999072
  2.3700E-02     |      0.9999064
  2.3800E-02     |      0.9999056
  2.3900E-02     |      0.9999048
  2.4000E-02     |      0.9999040
  2.4100E-02     |      0.9999032
  2.4200E-02     |      0.9999024
  2.4300E-02     |      0.9999016
  2.4400E-02     |      0.9999008
  2.4500E-02     |      0.9999000
  2.4600E-02     |      0.9998991
  2.4700E-02     |      0.9998983
  2.4800E-02     |      0.9998975
  2.4900E-02     |      0.9998967
  2.5000E-02     |      0.9998958
  2.5100E-02     |      0.9998950
  2.5200E-02     |      0.9998942
  2.5300E-02     |      0.9998933
  2.5400E-02     |      0.9998925
  2.5500E-02     |      0.9998916
  2.5600E-02     |      0.9998908
  2.5700E-02     |      0.9998899
  2.5800E-02     |      0.9998891
  2.5900E-02     |      0.9998882
  2.6000E-02     |      0.9998873
  2.6100E-02     |      0.9998865
  2.6200E-02     |      0.9998856
  2.6300E-02     |      0.9998847
  2.6400E-02     |      0.9998838
  2.6500E-02     |      0.9998830
  2.6600E-02     |      0.9998821
  2.6700E-02     |      0.9998812
  2.6800E-02     |      0.9998803
  2.6900E-02     |      0.9998794
  2.7000E-02     |      0.9998785
  2.7100E-02     |      0.9998776
  2.7200E-02     |      0.9998767
  2.7300E-02     |      0.9998758
  2.7400E-02     |      0.9998749
  2.7500E-02     |      0.9998740
  2.7600E-02     |      0.9998730
  2.7700E-02     |      0.9998721
  2.7800E-02     |      0.9998712
  2.7900E-02     |      0.9998703
  2.8000E-02     |      0.9998693
  2.8100E-02     |      0.9998684
  2.8200E-02     |      0.9998675
  2.8300E-02     |      0.9998665
  2.8400E-02     |      0.9998656
  2.8500E-02     |      0.9998646
  2.8600E-02     |      0.9998637
  2.8700E-02     |      0.9998627
  2.8800E-02     |      0.9998618
  2.8900E-02     |      0.9998608
  2.9000E-02     |      0.9998598
  2.9100E-02     |      0.9998589
  2.9200E-02     |      0.9998579
  2.9300E-02     |      0.9998569
  2.9400E-02     |      0.9998559
  2.9500E-02     |      0.9998550
  2.9600E-02     |      0.9998540
  2.9700E-02     |      0.9998530
  2.9800E-02     |      0.9998520
  2.9900E-02     |      0.9998510
  3.0000E-02     |      0.9998500
  3.0100E-02     |      0.9998490
  3.0200E-02     |      0.9998480
  3.0300E-02     |      0.9998470
  3.0400E-02     |      0.9998460
  3.0500E-02     |      0.9998450
  3.0600E-02     |      0.9998439
  3.0700E-02     |      0.9998429
  3.0800E-02     |      0.9998419
  3.0900E-02     |      0.9998409
  3.1000E-02     |      0.9998398
  3.1100E-02     |      0.9998388
  3.1200E-02     |      0.9998378
  3.1300E-02     |      0.9998367
  3.1400E-02     |      0.9998357
  3.1500E-02     |      0.9998346
  3.1600E-02     |      0.9998336
  3.1700E-02     |      0.9998325
  3.1800E-02     |      0.9998315
  3.1900E-02     |      0.9998304
  3.2000E-02     |      0.9998293
  3.2100E-02     |      0.9998283
  3.2200E-02     |      0.9998272
  3.2300E-02     |      0.9998261
  3.2400E-02     |      0.9998250
  3.2500E-02     |      0.9998240
  3.2600E-02     |      0.9998229
  3.2700E-02     |      0.9998218
  3.2800E-02     |      0.9998207
  3.2900E-02     |      0.9998196
  3.3000E-02     |      0.9998185
  3.3100E-02     |      0.9998174
  3.3200E-02     |      0.9998163
  3.3300E-02     |      0.9998152
  3.3400E-02     |      0.9998141
  3.3500E-02     |      0.9998130
  3.3600E-02     |      0.9998119
  3.3700E-02     |      0.9998107
  3.3800E-02     |      0.9998096
  3.3900E-02     |      0.9998085
  3.4000E-02     |      0.9998073
  3.4100E-02     |      0.9998062
  3.4200E-02     |      0.9998051
  3.4300E-02     |      0.9998039
  3.4400E-02     |      0.9998028
  3.4500E-02     |      0.9998016
  3.4600E-02     |      0.9998005
  3.4700E-02     |      0.9997993
  3.4800E-02     |      0.9997982
  3.4900E-02     |      0.9997970
  3.5000E-02     |      0.9997958
  3.5100E-02     |      0.9997947
  3.5200E-02     |      0.9997935
  3.5300E-02     |      0.9997923
  3.5400E-02     |      0.9997912
  3.5500E-02     |      0.9997900
  3.5600E-02     |      0.9997888
  3.5700E-02     |      0.9997876
  3.5800E-02     |      0.9997864
  3.5900E-02     |      0.9997852
  3.6000E-02     |      0.9997840
  3.6100E-02     |      0.9997828
  3.6200E-02     |      0.9997816
  3.6300E-02     |      0.9997804
  3.6400E-02     |      0.9997792
  3.6500E-02     |      0.9997780
  3.6600E-02     |      0.9997768
  3.6700E-02     |      0.9997755
  3.6800E-02     |      0.9997743
  3.6900E-02     |      0.9997731
  3.7000E-02     |      0.9997718
  3.7100E-02     |      0.9997706
  3.7200E-02     |      0.9997694
  3.7300E-02     |      0.9997681
  3.7400E-02     |      0.9997669
  3.7500E-02     |      0.9997656
  3.7600E-02     |      0.9997644
  3.7700E-02     |      0.9997631
  3.7800E-02     |      0.9997619
  3.7900E-02     |      0.9997606
  3.8000E-02     |      0.9997594
  3.8100E-02     |      0.9997581
  3.8200E-02     |      0.9997568
  3.8300E-02     |      0.9997555
  3.8400E-02     |      0.9997543
  3.8500E-02     |      0.9997530
  3.8600E-02     |      0.9997517
  3.8700E-02     |      0.9997504
  3.8800E-02     |      0.9997491
  3.8900E-02     |      0.9997478
  3.9000E-02     |      0.9997465
  3.9100E-02     |      0.9997452
  3.9200E-02     |      0.9997439
  3.9300E-02     |      0.9997426
  3.9400E-02     |      0.9997413
  3.9500E-02     |      0.9997400
  3.9600E-02     |      0.9997387
  3.9700E-02     |      0.9997373
  3.9800E-02     |      0.9997360
  3.9900E-02     |      0.9997347
  4.0000E-02     |      0.9997334
  4.0100E-02     |      0.9997320
  4.0200E-02     |      0.9997307
  4.0300E-02     |      0.9997293
  4.0400E-02     |      0.9997280
  4.0500E-02     |      0.9997266
  4.0600E-02     |      0.9997253
  4.0700E-02     |      0.9997239
  4.0800E-02     |      0.9997226
  4.0900E-02     |      0.9997212
  4.1000E-02     |      0.9997199
  4.1100E-02     |      0.9997185
  4.1200E-02     |      0.9997171
  4.1300E-02     |      0.9997157
  4.1400E-02     |      0.9997144
  4.1500E-02     |      0.9997130
  4.1600E-02     |      0.9997116
  4.1700E-02     |      0.9997102
  4.1800E-02     |      0.9997088
  4.1900E-02     |      0.9997074
  4.2000E-02     |      0.9997060
  4.2100E-02     |      0.9997046
  4.2200E-02     |      0.9997032
  4.2300E-02     |      0.9997018
  4.2400E-02     |      0.9997004
  4.2500E-02     |      0.9996990
  4.2600E-02     |      0.9996976
  4.2700E-02     |      0.9996961
  4.2800E-02     |      0.9996947
  4.2900E-02     |      0.9996933
  4.3000E-02     |      0.9996919
  4.3100E-02     |      0.9996904
  4.3200E-02     |      0.9996890
  4.3300E-02     |      0.9996875
  4.3400E-02     |      0.9996861
  4.3500E-02     |      0.9996847
  4.3600E-02     |      0.9996832
  4.3700E-02     |      0.9996817
  4.3800E-02     |      0.9996803
  4.3900E-02     |      0.9996788
  4.4000E-02     |      0.9996774
  4.4100E-02     |      0.9996759
  4.4200E-02     |      0.9996744
  4.4300E-02     |      0.9996730
  4.4400E-02     |      0.9996715
  4.4500E-02     |      0.9996700
  4.4600E-02     |      0.9996685
  4.4700E-02     |      0.9996670
  4.4800E-02     |      0.9996655
  4.4900E-02     |      0.9996640
  4.5000E-02     |      0.9996625
  4.5100E-02     |      0.9996610
  4.5200E-02     |      0.9996595
  4.5300E-02     |      0.9996580
  4.5400E-02     |      0.9996565
  4.5500E-02     |      0.9996550
  4.5600E-02     |      0.9996535
  4.5700E-02     |      0.9996520
  4.5800E-02     |      0.9996504
  4.5900E-02     |      0.9996489
  4.6000E-02     |      0.9996474
  4.6100E-02     |      0.9996458
  4.6200E-02     |      0.9996443
  4.6300E-02     |      0.9996428
  4.6400E-02     |      0.9996412
  4.6500E-02     |      0.9996397
  4.6600E-02     |      0.9996381
  4.6700E-02     |      0.9996366
  4.6800E-02     |      0.9996350
  4.6900E-02     |      0.9996334
  4.7000E-02     |      0.9996319
  4.7100E-02     |      0.9996303
  4.7200E-02     |      0.9996287
  4.7300E-02     |      0.9996272
  4.7400E-02     |      0.9996256
  4.7500E-02     |      0.9996240
  4.7600E-02     |      0.9996224
  4.7700E-02     |      0.9996208
  4.7800E-02     |      0.9996192
  4.7900E-02     |      0.9996176
  4.8000E-02     |      0.9996160
  4.8100E-02     |      0.9996144
  4.8200E-02     |      0.9996128
  4.8300E-02     |      0.9996112
  4.8400E-02     |      0.9996096
  4.8500E-02     |      0.9996080
  4.8600E-02     |      0.9996064
  4.8700E-02     |      0.9996048
  4.8800E-02     |      0.9996031
  4.8900E-02     |      0.9996015
  4.9000E-02     |      0.9995999
  4.9100E-02     |      0.9995982
  4.9200E-02     |      0.9995966
  4.9300E-02     |      0.9995950
  4.9400E-02     |      0.9995933
  4.9500E-02     |      0.9995917
  4.9600E-02     |      0.9995900
  4.9700E-02     |      0.9995884
  4.9800E-02     |      0.9995867
  4.9900E-02     |      0.9995850
  5.0000E-02     |      0.9995834
  5.0100E-02     |      0.9995817
  5.0200E-02     |      0.9995800
  5.0300E-02     |      0.9995784
  5.0400E-02     |      0.9995767
  5.0500E-02     |      0.9995750
  5.0600E-02     |      0.9995733
  5.0700E-02     |      0.9995716
  5.0800E-02     |      0.9995699
  5.0900E-02     |      0.9995683
  5.1000E-02     |      0.9995666
  5.1100E-02     |      0.9995649
  5.1200E-02     |      0.9995632
  5.1300E-02     |      0.9995614
  5.1400E-02     |      0.9995597
  5.1500E-02     |      0.9995580
  5.1600E-02     |      0.9995563
  5.1700E-02     |      0.9995546
  5.1800E-02     |      0.9995529
  5.1900E-02     |      0.9995511
  5.2000E-02     |      0.9995494
  5.2100E-02     |      0.9995477
  5.2200E-02     |      0.9995459
  5.2300E-02     |      0.9995442
  5.2400E-02     |      0.9995424
  5.2500E-02     |      0.9995407
  5.2600E-02     |      0.9995389
  5.2700E-02     |      0.9995372
  5.2800E-02     |      0.9995354
  5.2900E-02     |      0.9995337
  5.3000E-02     |      0.9995319
  5.3100E-02     |      0.9995301
  5.3200E-02     |      0.9995284
  5.3300E-02     |      0.9995266
  5.3400E-02     |      0.9995248
  5.3500E-02     |      0.9995230
  5.3600E-02     |      0.9995212
  5.3700E-02     |      0.9995195
  5.3800E-02     |      0.9995177
  5.3900E-02     |      0.9995159
  5.4000E-02     |      0.9995141
  5.4100E-02     |      0.9995123
  5.4200E-02     |      0.9995105
  5.4300E-02     |      0.9995087
  5.4400E-02     |      0.9995068
  5.4500E-02     |      0.9995050
  5.4600E-02     |      0.9995032
  5.4700E-02     |      0.9995014
  5.4800E-02     |      0.9994996
  5.4900E-02     |      0.9994977
  5.5000E-02     |      0.9994959
  5.5100E-02     |      0.9994941
  5.5200E-02     |      0.9994922
  5.5300E-02     |      0.9994904
  5.5400E-02     |      0.9994886
  5.5500E-02     |      0.9994867
  5.5600E-02     |      0.9994849
  5.5700E-02     |      0.9994830
  5.5800E-02     |      0.9994811
  5.5900E-02     |      0.9994793
  5.6000E-02     |      0.9994774
  5.6100E-02     |      0.9994755
  5.6200E-02     |      0.9994737
  5.6300E-02     |      0.9994718
  5.6400E-02     |      0.9994699
  5.6500E-02     |      0.9994680
  5.6600E-02     |      0.9994662
  5.6700E-02     |      0.9994643
  5.6800E-02     |      0.9994624
  5.6900E-02     |      0.9994605
  5.7000E-02     |      0.9994586
  5.7100E-02     |      0.9994567
  5.7200E-02     |      0.9994548
  5.7300E-02     |      0.9994529
  5.7400E-02     |      0.9994510
  5.7500E-02     |      0.9994490
  5.7600E-02     |      0.9994471
  5.7700E-02     |      0.9994452
  5.7800E-02     |      0.9994433
  5.7900E-02     |      0.9994414
  5.8000E-02     |      0.9994394
  5.8100E-02     |      0.9994375
  5.8200E-02     |      0.9994356
  5.8300E-02     |      0.9994336
  5.8400E-02     |      0.9994317
  5.8500E-02     |      0.9994297
  5.8600E-02     |      0.9994278
  5.8700E-02     |      0.9994258
  5.8800E-02     |      0.9994239
  5.8900E-02     |      0.9994219
  5.9000E-02     |      0.9994199
  5.9100E-02     |      0.9994180
  5.9200E-02     |      0.9994160
  5.9300E-02     |      0.9994140
  5.9400E-02     |      0.9994120
  5.9500E-02     |      0.9994101
  5.9600E-02     |      0.9994081
  5.9700E-02     |      0.9994061
  5.9800E-02     |      0.9994041
  5.9900E-02     |      0.9994021
  6.0000E-02     |      0.9994001
  6.0100E-02     |      0.9993981
  6.0200E-02     |      0.9993961
  6.0300E-02     |      0.9993941
  6.0400E-02     |      0.9993921
  6.0500E-02     |      0.9993901
  6.0600E-02     |      0.9993881
  6.0700E-02     |      0.9993860
  6.0800E-02     |      0.9993840
  6.0900E-02     |      0.9993820
  6.1000E-02     |      0.9993799
  6.1100E-02     |      0.9993779
  6.1200E-02     |      0.9993759
  6.1300E-02     |      0.9993738
  6.1400E-02     |      0.9993718
  6.1500E-02     |      0.9993697
  6.1600E-02     |      0.9993677
  6.1700E-02     |      0.9993656
  6.1800E-02     |      0.9993636
  6.1900E-02     |      0.9993615
  6.2000E-02     |      0.9993595
  6.2100E-02     |      0.9993574
  6.2200E-02     |      0.9993553
  6.2300E-02     |      0.9993532
  6.2400E-02     |      0.9993512
  6.2500E-02     |      0.9993491
  6.2600E-02     |      0.9993470
  6.2700E-02     |      0.9993449
  6.2800E-02     |      0.9993428
  6.2900E-02     |      0.9993407
  6.3000E-02     |      0.9993386
  6.3100E-02     |      0.9993365
  6.3200E-02     |      0.9993344
  6.3300E-02     |      0.9993323
  6.3400E-02     |      0.9993302
  6.3500E-02     |      0.9993281
  6.3600E-02     |      0.9993260
  6.3700E-02     |      0.9993239
  6.3800E-02     |      0.9993217
  6.3900E-02     |      0.9993196
  6.4000E-02     |      0.9993175
  6.4100E-02     |      0.9993153
  6.4200E-02     |      0.9993132
  6.4300E-02     |      0.9993111
  6.4400E-02     |      0.9993089
  6.4500E-02     |      0.9993068
  6.4600E-02     |      0.9993046
  6.4700E-02     |      0.9993025
  6.4800E-02     |      0.9993003
  6.4900E-02     |      0.9992981
  6.5000E-02     |      0.9992960
  6.5100E-02     |      0.9992938
  6.5200E-02     |      0.9992916
  6.5300E-02     |      0.9992895
  6.5400E-02     |      0.9992873
  6.5500E-02     |      0.9992851
  6.5600E-02     |      0.9992829
  6.5700E-02     |      0.9992807
  6.5800E-02     |      0.9992785
  6.5900E-02     |      0.9992764
  6.6000E-02     |      0.9992742
  6.6100E-02     |      0.9992720
  6.6200E-02     |      0.9992698
  6.6300E-02     |      0.9992675
  6.6400E-02     |      0.9992653
  6.6500E-02     |      0.9992631
  6.6600E-02     |      0.9992609
  6.6700E-02     |      0.9992587
  6.6800E-02     |      0.9992565
  6.6900E-02     |      0.9992542
  6.7000E-02     |      0.9992520
  6.7100E-02     |      0.9992498
  6.7200E-02     |      0.9992475
  6.7300E-02     |      0.9992453
  6.7400E-02     |      0.9992430
  6.7500E-02     |      0.9992408
  6.7600E-02     |      0.9992385
  6.7700E-02     |      0.9992363
  6.7800E-02     |      0.9992340
  6.7900E-02     |      0.9992318
  6.8000E-02     |      0.9992295
  6.8100E-02     |      0.9992272
  6.8200E-02     |      0.9992250
  6.8300E-02     |      0.9992227
  6.8400E-02     |      0.9992204
  6.8500E-02     |      0.9992181
  6.8600E-02     |      0.9992159
  6.8700E-02     |      0.9992136
  6.8800E-02     |      0.9992113
  6.8900E-02     |      0.9992090
  6.9000E-02     |      0.9992067
  6.9100E-02     |      0.9992044
  6.9200E-02     |      0.9992021
  6.9300E-02     |      0.9991998
  6.9400E-02     |      0.9991975
  6.9500E-02     |      0.9991952
  6.9600E-02     |      0.9991928
  6.9700E-02     |      0.9991905
  6.9800E-02     |      0.9991882
  6.9900E-02     |      0.9991859
  7.0000E-02     |      0.9991835
  7.0100E-02     |      0.9991812
  7.0200E-02     |      0.9991789
  7.0300E-02     |      0.9991765
  7.0400E-02     |      0.9991742
  7.0500E-02     |      0.9991718
  7.0600E-02     |      0.9991695
  7.0700E-02     |      0.9991671
  7.0800E-02     |      0.9991648
  7.0900E-02     |      0.9991624
  7.1000E-02     |      0.9991600
  7.1100E-02     |      0.9991577
  7.1200E-02     |      0.9991553
  7.1300E-02     |      0.9991529
  7.1400E-02     |      0.9991506
  7.1500E-02     |      0.9991482
  7.1600E-02     |      0.9991458
  7.1700E-02     |      0.9991434
  7.1800E-02     |      0.9991410
  7.1900E-02     |      0.9991386
  7.2000E-02     |      0.9991362
  7.2100E-02     |      0.9991338
  7.2200E-02     |      0.9991314
  7.2300E-02     |      0.9991290
  7.2400E-02     |      0.9991266
  7.2500E-02     |      0.9991242
  7.2600E-02     |      0.9991218
  7.2700E-02     |      0.9991194
  7.2800E-02     |      0.9991169
  7.2900E-02     |      0.9991145
  7.3000E-02     |      0.9991121
  7.3100E-02     |      0.9991096
  7.3200E-02     |      0.9991072
  7.3300E-02     |      0.9991048
  7.3400E-02     |      0.9991023
  7.3500E-02     |      0.9990999
  7.3600E-02     |      0.9990974
  7.3700E-02     |      0.9990950
  7.3800E-02     |      0.9990925
  7.3900E-02     |      0.9990900
  7.4000E-02     |      0.9990876
  7.4100E-02     |      0.9990851
  7.4200E-02     |      0.9990826
  7.4300E-02     |      0.9990802
  7.4400E-02     |      0.9990777
  7.4500E-02     |      0.9990752
  7.4600E-02     |      0.9990727
  7.4700E-02     |      0.9990702
  7.4800E-02     |      0.9990678
  7.4900E-02     |      0.9990653
  7.5000E-02     |      0.9990628
  7.5100E-02     |      0.9990603
  7.5200E-02     |      0.9990578
  7.5300E-02     |      0.9990553
  7.5400E-02     |      0.9990527
  7.5500E-02     |      0.9990502
  7.5600E-02     |      0.9990477
  7.5700E-02     |      0.9990452
  7.5800E-02     |      0.9990427
  7.5900E-02     |      0.9990401
  7.6000E-02     |      0.9990376
  7.6100E-02     |      0.9990351
  7.6200E-02     |      0.9990325
  7.6300E-02     |      0.9990300
  7.6400E-02     |      0.9990275
  7.6500E-02     |      0.9990249
  7.6600E-02     |      0.9990224
  7.6700E-02     |      0.9990198
  7.6800E-02     |      0.9990172
  7.6900E-02     |      0.9990147
  7.7000E-02     |      0.9990121
  7.7100E-02     |      0.9990096
  7.7200E-02     |      0.9990070
  7.7300E-02     |      0.9990044
  7.7400E-02     |      0.9990018
  7.7500E-02     |      0.9989993
  7.7600E-02     |      0.9989967
  7.7700E-02     |      0.9989941
  7.7800E-02     |      0.9989915
  7.7900E-02     |      0.9989889
  7.8000E-02     |      0.9989863
  7.8100E-02     |      0.9989837
  7.8200E-02     |      0.9989811
  7.8300E-02     |      0.9989785
  7.8400E-02     |      0.9989759
  7.8500E-02     |      0.9989733
  7.8600E-02     |      0.9989707
  7.8700E-02     |      0.9989680
  7.8800E-02     |      0.9989654
  7.8900E-02     |      0.9989628
  7.9000E-02     |      0.9989602
  7.9100E-02     |      0.9989575
  7.9200E-02     |      0.9989549
  7.9300E-02     |      0.9989522
  7.9400E-02     |      0.9989496
  7.9500E-02     |      0.9989470
  7.9600E-02     |      0.9989443
  7.9700E-02     |      0.9989417
  7.9800E-02     |      0.9989390
  7.9900E-02     |      0.9989363
  8.0000E-02     |      0.9989337
  8.0100E-02     |      0.9989310
  8.0200E-02     |      0.9989283
  8.0300E-02     |      0.9989257
  8.0400E-02     |      0.9989230
  8.0500E-02     |      0.9989203
  8.0600E-02     |      0.9989176
  8.0700E-02     |      0.9989149
  8.0800E-02     |      0.9989122
  8.0900E-02     |      0.9989096
  8.1000E-02     |      0.9989069
  8.1100E-02     |      0.9989042
  8.1200E-02     |      0.9989015
  8.1300E-02     |      0.9988987
  8.1400E-02     |      0.9988960
  8.1500E-02     |      0.9988933
  8.1600E-02     |      0.9988906
  8.1700E-02     |      0.9988879
  8.1800E-02     |      0.9988852
  8.1900E-02     |      0.9988824
  8.2000E-02     |      0.9988797
  8.2100E-02     |      0.9988770
