      Radius     |       Dichte       |       Masse
  8.5670E-01     |      0.8820887     |   1.9460E-01
  8.5680E-01     |      0.8820622     |   1.9467E-01
  8.5690E-01     |      0.8820357     |   1.9473E-01
  8.5700E-01     |      0.8820092     |   1.9480E-01
  8.5710E-01     |      0.8819826     |   1.9486E-01
  8.5720E-01     |      0.8819561     |   1.9493E-01
  8.5730E-01     |      0.8819296     |   1.9499E-01
  8.5740E-01     |      0.8819030     |   1.9506E-01
  8.5750E-01     |      0.8818765     |   1.9512E-01
  8.5760E-01     |      0.8818500     |   1.9519E-01
  8.5770E-01     |      0.8818234     |   1.9525E-01
  8.5780E-01     |      0.8817969     |   1.9532E-01
  8.5790E-01     |      0.8817703     |   1.9538E-01
  8.5800E-01     |      0.8817438     |   1.9545E-01
  8.5810E-01     |      0.8817172     |   1.9551E-01
  8.5820E-01     |      0.8816907     |   1.9558E-01
  8.5830E-01     |      0.8816641     |   1.9564E-01
  8.5840E-01     |      0.8816376     |   1.9571E-01
  8.5850E-01     |      0.8816110     |   1.9577E-01
  8.5860E-01     |      0.8815844     |   1.9584E-01
  8.5870E-01     |      0.8815579     |   1.9590E-01
  8.5880E-01     |      0.8815313     |   1.9597E-01
  8.5890E-01     |      0.8815047     |   1.9603E-01
  8.5900E-01     |      0.8814782     |   1.9610E-01
  8.5910E-01     |      0.8814516     |   1.9616E-01
  8.5920E-01     |      0.8814250     |   1.9623E-01
  8.5930E-01     |      0.8813984     |   1.9629E-01
  8.5940E-01     |      0.8813718     |   1.9636E-01
  8.5950E-01     |      0.8813453     |   1.9642E-01
  8.5960E-01     |      0.8813187     |   1.9649E-01
  8.5970E-01     |      0.8812921     |   1.9655E-01
  8.5980E-01     |      0.8812655     |   1.9662E-01
  8.5990E-01     |      0.8812389     |   1.9668E-01
  8.6000E-01     |      0.8812123     |   1.9675E-01
  8.6010E-01     |      0.8811857     |   1.9681E-01
  8.6020E-01     |      0.8811591     |   1.9688E-01
  8.6030E-01     |      0.8811325     |   1.9694E-01
  8.6040E-01     |      0.8811059     |   1.9701E-01
  8.6050E-01     |      0.8810792     |   1.9707E-01
  8.6060E-01     |      0.8810526     |   1.9714E-01
  8.6070E-01     |      0.8810260     |   1.9720E-01
  8.6080E-01     |      0.8809994     |   1.9727E-01
  8.6090E-01     |      0.8809728     |   1.9733E-01
  8.6100E-01     |      0.8809461     |   1.9740E-01
  8.6110E-01     |      0.8809195     |   1.9746E-01
  8.6120E-01     |      0.8808929     |   1.9753E-01
  8.6130E-01     |      0.8808662     |   1.9759E-01
  8.6140E-01     |      0.8808396     |   1.9766E-01
  8.6150E-01     |      0.8808130     |   1.9773E-01
  8.6160E-01     |      0.8807863     |   1.9779E-01
  8.6170E-01     |      0.8807597     |   1.9786E-01
  8.6180E-01     |      0.8807330     |   1.9792E-01
  8.6190E-01     |      0.8807064     |   1.9799E-01
  8.6200E-01     |      0.8806797     |   1.9805E-01
  8.6210E-01     |      0.8806531     |   1.9812E-01
  8.6220E-01     |      0.8806264     |   1.9818E-01
  8.6230E-01     |      0.8805997     |   1.9825E-01
  8.6240E-01     |      0.8805731     |   1.9831E-01
  8.6250E-01     |      0.8805464     |   1.9838E-01
  8.6260E-01     |      0.8805198     |   1.9845E-01
  8.6270E-01     |      0.8804931     |   1.9851E-01
  8.6280E-01     |      0.8804664     |   1.9858E-01
  8.6290E-01     |      0.8804397     |   1.9864E-01
  8.6300E-01     |      0.8804130     |   1.9871E-01
  8.6310E-01     |      0.8803864     |   1.9877E-01
  8.6320E-01     |      0.8803597     |   1.9884E-01
  8.6330E-01     |      0.8803330     |   1.9890E-01
  8.6340E-01     |      0.8803063     |   1.9897E-01
  8.6350E-01     |      0.8802796     |   1.9904E-01
  8.6360E-01     |      0.8802529     |   1.9910E-01
  8.6370E-01     |      0.8802262     |   1.9917E-01
  8.6380E-01     |      0.8801995     |   1.9923E-01
  8.6390E-01     |      0.8801728     |   1.9930E-01
  8.6400E-01     |      0.8801461     |   1.9936E-01
  8.6410E-01     |      0.8801194     |   1.9943E-01
  8.6420E-01     |      0.8800927     |   1.9950E-01
  8.6430E-01     |      0.8800660     |   1.9956E-01
  8.6440E-01     |      0.8800393     |   1.9963E-01
  8.6450E-01     |      0.8800125     |   1.9969E-01
  8.6460E-01     |      0.8799858     |   1.9976E-01
  8.6470E-01     |      0.8799591     |   1.9982E-01
  8.6480E-01     |      0.8799324     |   1.9989E-01
  8.6490E-01     |      0.8799056     |   1.9996E-01
  8.6500E-01     |      0.8798789     |   2.0002E-01
  8.6510E-01     |      0.8798522     |   2.0009E-01
  8.6520E-01     |      0.8798254     |   2.0015E-01
  8.6530E-01     |      0.8797987     |   2.0022E-01
  8.6540E-01     |      0.8797720     |   2.0029E-01
  8.6550E-01     |      0.8797452     |   2.0035E-01
  8.6560E-01     |      0.8797185     |   2.0042E-01
  8.6570E-01     |      0.8796917     |   2.0048E-01
  8.6580E-01     |      0.8796650     |   2.0055E-01
  8.6590E-01     |      0.8796382     |   2.0061E-01
  8.6600E-01     |      0.8796115     |   2.0068E-01
  8.6610E-01     |      0.8795847     |   2.0075E-01
  8.6620E-01     |      0.8795579     |   2.0081E-01
  8.6630E-01     |      0.8795312     |   2.0088E-01
  8.6640E-01     |      0.8795044     |   2.0094E-01
  8.6650E-01     |      0.8794776     |   2.0101E-01
  8.6660E-01     |      0.8794509     |   2.0108E-01
  8.6670E-01     |      0.8794241     |   2.0114E-01
  8.6680E-01     |      0.8793973     |   2.0121E-01
  8.6690E-01     |      0.8793705     |   2.0127E-01
  8.6700E-01     |      0.8793437     |   2.0134E-01
  8.6710E-01     |      0.8793170     |   2.0141E-01
  8.6720E-01     |      0.8792902     |   2.0147E-01
  8.6730E-01     |      0.8792634     |   2.0154E-01
  8.6740E-01     |      0.8792366     |   2.0161E-01
  8.6750E-01     |      0.8792098     |   2.0167E-01
  8.6760E-01     |      0.8791830     |   2.0174E-01
  8.6770E-01     |      0.8791562     |   2.0180E-01
  8.6780E-01     |      0.8791294     |   2.0187E-01
  8.6790E-01     |      0.8791026     |   2.0194E-01
  8.6800E-01     |      0.8790758     |   2.0200E-01
  8.6810E-01     |      0.8790489     |   2.0207E-01
  8.6820E-01     |      0.8790221     |   2.0214E-01
  8.6830E-01     |      0.8789953     |   2.0220E-01
  8.6840E-01     |      0.8789685     |   2.0227E-01
  8.6850E-01     |      0.8789417     |   2.0233E-01
  8.6860E-01     |      0.8789148     |   2.0240E-01
  8.6870E-01     |      0.8788880     |   2.0247E-01
  8.6880E-01     |      0.8788612     |   2.0253E-01
  8.6890E-01     |      0.8788343     |   2.0260E-01
  8.6900E-01     |      0.8788075     |   2.0267E-01
  8.6910E-01     |      0.8787807     |   2.0273E-01
  8.6920E-01     |      0.8787538     |   2.0280E-01
  8.6930E-01     |      0.8787270     |   2.0286E-01
  8.6940E-01     |      0.8787001     |   2.0293E-01
  8.6950E-01     |      0.8786733     |   2.0300E-01
  8.6960E-01     |      0.8786464     |   2.0306E-01
  8.6970E-01     |      0.8786196     |   2.0313E-01
  8.6980E-01     |      0.8785927     |   2.0320E-01
  8.6990E-01     |      0.8785659     |   2.0326E-01
  8.7000E-01     |      0.8785390     |   2.0333E-01
  8.7010E-01     |      0.8785121     |   2.0340E-01
  8.7020E-01     |      0.8784853     |   2.0346E-01
  8.7030E-01     |      0.8784584     |   2.0353E-01
  8.7040E-01     |      0.8784315     |   2.0360E-01
  8.7050E-01     |      0.8784047     |   2.0366E-01
  8.7060E-01     |      0.8783778     |   2.0373E-01
  8.7070E-01     |      0.8783509     |   2.0380E-01
  8.7080E-01     |      0.8783240     |   2.0386E-01
  8.7090E-01     |      0.8782971     |   2.0393E-01
  8.7100E-01     |      0.8782702     |   2.0400E-01
  8.7110E-01     |      0.8782434     |   2.0406E-01
  8.7120E-01     |      0.8782165     |   2.0413E-01
  8.7130E-01     |      0.8781896     |   2.0420E-01
  8.7140E-01     |      0.8781627     |   2.0426E-01
  8.7150E-01     |      0.8781358     |   2.0433E-01
  8.7160E-01     |      0.8781089     |   2.0440E-01
  8.7170E-01     |      0.8780820     |   2.0446E-01
  8.7180E-01     |      0.8780550     |   2.0453E-01
  8.7190E-01     |      0.8780281     |   2.0460E-01
  8.7200E-01     |      0.8780012     |   2.0466E-01
  8.7210E-01     |      0.8779743     |   2.0473E-01
  8.7220E-01     |      0.8779474     |   2.0480E-01
  8.7230E-01     |      0.8779205     |   2.0486E-01
  8.7240E-01     |      0.8778935     |   2.0493E-01
  8.7250E-01     |      0.8778666     |   2.0500E-01
  8.7260E-01     |      0.8778397     |   2.0506E-01
  8.7270E-01     |      0.8778127     |   2.0513E-01
  8.7280E-01     |      0.8777858     |   2.0520E-01
  8.7290E-01     |      0.8777589     |   2.0526E-01
  8.7300E-01     |      0.8777319     |   2.0533E-01
  8.7310E-01     |      0.8777050     |   2.0540E-01
  8.7320E-01     |      0.8776780     |   2.0546E-01
  8.7330E-01     |      0.8776511     |   2.0553E-01
  8.7340E-01     |      0.8776241     |   2.0560E-01
  8.7350E-01     |      0.8775972     |   2.0567E-01
  8.7360E-01     |      0.8775702     |   2.0573E-01
  8.7370E-01     |      0.8775433     |   2.0580E-01
  8.7380E-01     |      0.8775163     |   2.0587E-01
  8.7390E-01     |      0.8774893     |   2.0593E-01
  8.7400E-01     |      0.8774624     |   2.0600E-01
  8.7410E-01     |      0.8774354     |   2.0607E-01
  8.7420E-01     |      0.8774084     |   2.0613E-01
  8.7430E-01     |      0.8773815     |   2.0620E-01
  8.7440E-01     |      0.8773545     |   2.0627E-01
  8.7450E-01     |      0.8773275     |   2.0634E-01
  8.7460E-01     |      0.8773005     |   2.0640E-01
  8.7470E-01     |      0.8772735     |   2.0647E-01
  8.7480E-01     |      0.8772466     |   2.0654E-01
  8.7490E-01     |      0.8772196     |   2.0660E-01
  8.7500E-01     |      0.8771926     |   2.0667E-01
  8.7510E-01     |      0.8771656     |   2.0674E-01
  8.7520E-01     |      0.8771386     |   2.0681E-01
  8.7530E-01     |      0.8771116     |   2.0687E-01
  8.7540E-01     |      0.8770846     |   2.0694E-01
  8.7550E-01     |      0.8770576     |   2.0701E-01
  8.7560E-01     |      0.8770306     |   2.0707E-01
  8.7570E-01     |      0.8770036     |   2.0714E-01
  8.7580E-01     |      0.8769765     |   2.0721E-01
  8.7590E-01     |      0.8769495     |   2.0728E-01
  8.7600E-01     |      0.8769225     |   2.0734E-01
  8.7610E-01     |      0.8768955     |   2.0741E-01
  8.7620E-01     |      0.8768685     |   2.0748E-01
  8.7630E-01     |      0.8768414     |   2.0755E-01
  8.7640E-01     |      0.8768144     |   2.0761E-01
  8.7650E-01     |      0.8767874     |   2.0768E-01
  8.7660E-01     |      0.8767603     |   2.0775E-01
  8.7670E-01     |      0.8767333     |   2.0781E-01
  8.7680E-01     |      0.8767063     |   2.0788E-01
  8.7690E-01     |      0.8766792     |   2.0795E-01
  8.7700E-01     |      0.8766522     |   2.0802E-01
  8.7710E-01     |      0.8766251     |   2.0808E-01
  8.7720E-01     |      0.8765981     |   2.0815E-01
  8.7730E-01     |      0.8765710     |   2.0822E-01
  8.7740E-01     |      0.8765440     |   2.0829E-01
  8.7750E-01     |      0.8765169     |   2.0835E-01
  8.7760E-01     |      0.8764899     |   2.0842E-01
  8.7770E-01     |      0.8764628     |   2.0849E-01
  8.7780E-01     |      0.8764357     |   2.0856E-01
  8.7790E-01     |      0.8764087     |   2.0862E-01
  8.7800E-01     |      0.8763816     |   2.0869E-01
  8.7810E-01     |      0.8763545     |   2.0876E-01
  8.7820E-01     |      0.8763274     |   2.0883E-01
  8.7830E-01     |      0.8763004     |   2.0889E-01
  8.7840E-01     |      0.8762733     |   2.0896E-01
  8.7850E-01     |      0.8762462     |   2.0903E-01
  8.7860E-01     |      0.8762191     |   2.0910E-01
  8.7870E-01     |      0.8761920     |   2.0917E-01
  8.7880E-01     |      0.8761649     |   2.0923E-01
  8.7890E-01     |      0.8761378     |   2.0930E-01
  8.7900E-01     |      0.8761107     |   2.0937E-01
  8.7910E-01     |      0.8760836     |   2.0944E-01
  8.7920E-01     |      0.8760565     |   2.0950E-01
  8.7930E-01     |      0.8760294     |   2.0957E-01
  8.7940E-01     |      0.8760023     |   2.0964E-01
  8.7950E-01     |      0.8759752     |   2.0971E-01
  8.7960E-01     |      0.8759481     |   2.0977E-01
  8.7970E-01     |      0.8759210     |   2.0984E-01
  8.7980E-01     |      0.8758939     |   2.0991E-01
  8.7990E-01     |      0.8758668     |   2.0998E-01
  8.8000E-01     |      0.8758396     |   2.1005E-01
  8.8010E-01     |      0.8758125     |   2.1011E-01
  8.8020E-01     |      0.8757854     |   2.1018E-01
  8.8030E-01     |      0.8757583     |   2.1025E-01
  8.8040E-01     |      0.8757311     |   2.1032E-01
  8.8050E-01     |      0.8757040     |   2.1039E-01
  8.8060E-01     |      0.8756768     |   2.1045E-01
  8.8070E-01     |      0.8756497     |   2.1052E-01
  8.8080E-01     |      0.8756226     |   2.1059E-01
  8.8090E-01     |      0.8755954     |   2.1066E-01
  8.8100E-01     |      0.8755683     |   2.1072E-01
  8.8110E-01     |      0.8755411     |   2.1079E-01
  8.8120E-01     |      0.8755140     |   2.1086E-01
  8.8130E-01     |      0.8754868     |   2.1093E-01
  8.8140E-01     |      0.8754596     |   2.1100E-01
  8.8150E-01     |      0.8754325     |   2.1106E-01
  8.8160E-01     |      0.8754053     |   2.1113E-01
  8.8170E-01     |      0.8753782     |   2.1120E-01
  8.8180E-01     |      0.8753510     |   2.1127E-01
  8.8190E-01     |      0.8753238     |   2.1134E-01
  8.8200E-01     |      0.8752966     |   2.1141E-01
  8.8210E-01     |      0.8752695     |   2.1147E-01
  8.8220E-01     |      0.8752423     |   2.1154E-01
  8.8230E-01     |      0.8752151     |   2.1161E-01
  8.8240E-01     |      0.8751879     |   2.1168E-01
  8.8250E-01     |      0.8751607     |   2.1175E-01
  8.8260E-01     |      0.8751335     |   2.1181E-01
  8.8270E-01     |      0.8751064     |   2.1188E-01
  8.8280E-01     |      0.8750792     |   2.1195E-01
  8.8290E-01     |      0.8750520     |   2.1202E-01
  8.8300E-01     |      0.8750248     |   2.1209E-01
  8.8310E-01     |      0.8749976     |   2.1215E-01
  8.8320E-01     |      0.8749703     |   2.1222E-01
  8.8330E-01     |      0.8749431     |   2.1229E-01
  8.8340E-01     |      0.8749159     |   2.1236E-01
  8.8350E-01     |      0.8748887     |   2.1243E-01
  8.8360E-01     |      0.8748615     |   2.1250E-01
  8.8370E-01     |      0.8748343     |   2.1256E-01
  8.8380E-01     |      0.8748071     |   2.1263E-01
  8.8390E-01     |      0.8747798     |   2.1270E-01
  8.8400E-01     |      0.8747526     |   2.1277E-01
  8.8410E-01     |      0.8747254     |   2.1284E-01
  8.8420E-01     |      0.8746982     |   2.1291E-01
  8.8430E-01     |      0.8746709     |   2.1297E-01
  8.8440E-01     |      0.8746437     |   2.1304E-01
  8.8450E-01     |      0.8746164     |   2.1311E-01
  8.8460E-01     |      0.8745892     |   2.1318E-01
  8.8470E-01     |      0.8745620     |   2.1325E-01
  8.8480E-01     |      0.8745347     |   2.1332E-01
  8.8490E-01     |      0.8745075     |   2.1339E-01
  8.8500E-01     |      0.8744802     |   2.1345E-01
  8.8510E-01     |      0.8744530     |   2.1352E-01
  8.8520E-01     |      0.8744257     |   2.1359E-01
  8.8530E-01     |      0.8743984     |   2.1366E-01
  8.8540E-01     |      0.8743712     |   2.1373E-01
  8.8550E-01     |      0.8743439     |   2.1380E-01
  8.8560E-01     |      0.8743166     |   2.1386E-01
  8.8570E-01     |      0.8742894     |   2.1393E-01
  8.8580E-01     |      0.8742621     |   2.1400E-01
  8.8590E-01     |      0.8742348     |   2.1407E-01
  8.8600E-01     |      0.8742075     |   2.1414E-01
  8.8610E-01     |      0.8741803     |   2.1421E-01
  8.8620E-01     |      0.8741530     |   2.1428E-01
  8.8630E-01     |      0.8741257     |   2.1435E-01
  8.8640E-01     |      0.8740984     |   2.1441E-01
  8.8650E-01     |      0.8740711     |   2.1448E-01
  8.8660E-01     |      0.8740438     |   2.1455E-01
  8.8670E-01     |      0.8740165     |   2.1462E-01
  8.8680E-01     |      0.8739892     |   2.1469E-01
  8.8690E-01     |      0.8739619     |   2.1476E-01
  8.8700E-01     |      0.8739346     |   2.1483E-01
  8.8710E-01     |      0.8739073     |   2.1490E-01
  8.8720E-01     |      0.8738800     |   2.1496E-01
  8.8730E-01     |      0.8738527     |   2.1503E-01
  8.8740E-01     |      0.8738254     |   2.1510E-01
  8.8750E-01     |      0.8737981     |   2.1517E-01
  8.8760E-01     |      0.8737708     |   2.1524E-01
  8.8770E-01     |      0.8737434     |   2.1531E-01
  8.8780E-01     |      0.8737161     |   2.1538E-01
  8.8790E-01     |      0.8736888     |   2.1545E-01
  8.8800E-01     |      0.8736615     |   2.1551E-01
  8.8810E-01     |      0.8736341     |   2.1558E-01
  8.8820E-01     |      0.8736068     |   2.1565E-01
  8.8830E-01     |      0.8735794     |   2.1572E-01
  8.8840E-01     |      0.8735521     |   2.1579E-01
  8.8850E-01     |      0.8735248     |   2.1586E-01
  8.8860E-01     |      0.8734974     |   2.1593E-01
  8.8870E-01     |      0.8734701     |   2.1600E-01
  8.8880E-01     |      0.8734427     |   2.1607E-01
  8.8890E-01     |      0.8734154     |   2.1614E-01
  8.8900E-01     |      0.8733880     |   2.1620E-01
  8.8910E-01     |      0.8733607     |   2.1627E-01
  8.8920E-01     |      0.8733333     |   2.1634E-01
  8.8930E-01     |      0.8733059     |   2.1641E-01
  8.8940E-01     |      0.8732786     |   2.1648E-01
  8.8950E-01     |      0.8732512     |   2.1655E-01
  8.8960E-01     |      0.8732238     |   2.1662E-01
  8.8970E-01     |      0.8731965     |   2.1669E-01
  8.8980E-01     |      0.8731691     |   2.1676E-01
  8.8990E-01     |      0.8731417     |   2.1683E-01
  8.9000E-01     |      0.8731143     |   2.1690E-01
  8.9010E-01     |      0.8730869     |   2.1696E-01
  8.9020E-01     |      0.8730596     |   2.1703E-01
  8.9030E-01     |      0.8730322     |   2.1710E-01
  8.9040E-01     |      0.8730048     |   2.1717E-01
  8.9050E-01     |      0.8729774     |   2.1724E-01
  8.9060E-01     |      0.8729500     |   2.1731E-01
  8.9070E-01     |      0.8729226     |   2.1738E-01
  8.9080E-01     |      0.8728952     |   2.1745E-01
  8.9090E-01     |      0.8728678     |   2.1752E-01
  8.9100E-01     |      0.8728404     |   2.1759E-01
  8.9110E-01     |      0.8728130     |   2.1766E-01
  8.9120E-01     |      0.8727855     |   2.1773E-01
  8.9130E-01     |      0.8727581     |   2.1780E-01
  8.9140E-01     |      0.8727307     |   2.1786E-01
  8.9150E-01     |      0.8727033     |   2.1793E-01
  8.9160E-01     |      0.8726759     |   2.1800E-01
  8.9170E-01     |      0.8726485     |   2.1807E-01
  8.9180E-01     |      0.8726210     |   2.1814E-01
  8.9190E-01     |      0.8725936     |   2.1821E-01
  8.9200E-01     |      0.8725662     |   2.1828E-01
  8.9210E-01     |      0.8725387     |   2.1835E-01
  8.9220E-01     |      0.8725113     |   2.1842E-01
  8.9230E-01     |      0.8724838     |   2.1849E-01
  8.9240E-01     |      0.8724564     |   2.1856E-01
  8.9250E-01     |      0.8724290     |   2.1863E-01
  8.9260E-01     |      0.8724015     |   2.1870E-01
  8.9270E-01     |      0.8723741     |   2.1877E-01
  8.9280E-01     |      0.8723466     |   2.1884E-01
  8.9290E-01     |      0.8723192     |   2.1891E-01
  8.9300E-01     |      0.8722917     |   2.1898E-01
  8.9310E-01     |      0.8722642     |   2.1905E-01
  8.9320E-01     |      0.8722368     |   2.1911E-01
  8.9330E-01     |      0.8722093     |   2.1918E-01
  8.9340E-01     |      0.8721818     |   2.1925E-01
  8.9350E-01     |      0.8721544     |   2.1932E-01
  8.9360E-01     |      0.8721269     |   2.1939E-01
  8.9370E-01     |      0.8720994     |   2.1946E-01
  8.9380E-01     |      0.8720719     |   2.1953E-01
  8.9390E-01     |      0.8720445     |   2.1960E-01
  8.9400E-01     |      0.8720170     |   2.1967E-01
  8.9410E-01     |      0.8719895     |   2.1974E-01
  8.9420E-01     |      0.8719620     |   2.1981E-01
  8.9430E-01     |      0.8719345     |   2.1988E-01
  8.9440E-01     |      0.8719070     |   2.1995E-01
  8.9450E-01     |      0.8718795     |   2.2002E-01
  8.9460E-01     |      0.8718520     |   2.2009E-01
  8.9470E-01     |      0.8718245     |   2.2016E-01
  8.9480E-01     |      0.8717970     |   2.2023E-01
  8.9490E-01     |      0.8717695     |   2.2030E-01
  8.9500E-01     |      0.8717420     |   2.2037E-01
  8.9510E-01     |      0.8717145     |   2.2044E-01
  8.9520E-01     |      0.8716870     |   2.2051E-01
  8.9530E-01     |      0.8716594     |   2.2058E-01
  8.9540E-01     |      0.8716319     |   2.2065E-01
  8.9550E-01     |      0.8716044     |   2.2072E-01
  8.9560E-01     |      0.8715769     |   2.2079E-01
  8.9570E-01     |      0.8715494     |   2.2086E-01
  8.9580E-01     |      0.8715218     |   2.2093E-01
  8.9590E-01     |      0.8714943     |   2.2100E-01
  8.9600E-01     |      0.8714668     |   2.2107E-01
  8.9610E-01     |      0.8714392     |   2.2114E-01
  8.9620E-01     |      0.8714117     |   2.2121E-01
  8.9630E-01     |      0.8713841     |   2.2128E-01
  8.9640E-01     |      0.8713566     |   2.2135E-01
  8.9650E-01     |      0.8713290     |   2.2142E-01
  8.9660E-01     |      0.8713015     |   2.2149E-01
  8.9670E-01     |      0.8712739     |   2.2156E-01
  8.9680E-01     |      0.8712464     |   2.2163E-01
  8.9690E-01     |      0.8712188     |   2.2170E-01
  8.9700E-01     |      0.8711913     |   2.2177E-01
  8.9710E-01     |      0.8711637     |   2.2184E-01
  8.9720E-01     |      0.8711361     |   2.2191E-01
  8.9730E-01     |      0.8711086     |   2.2198E-01
  8.9740E-01     |      0.8710810     |   2.2205E-01
  8.9750E-01     |      0.8710534     |   2.2212E-01
  8.9760E-01     |      0.8710258     |   2.2219E-01
  8.9770E-01     |      0.8709983     |   2.2226E-01
  8.9780E-01     |      0.8709707     |   2.2233E-01
  8.9790E-01     |      0.8709431     |   2.2240E-01
  8.9800E-01     |      0.8709155     |   2.2247E-01
  8.9810E-01     |      0.8708879     |   2.2254E-01
  8.9820E-01     |      0.8708603     |   2.2261E-01
  8.9830E-01     |      0.8708327     |   2.2268E-01
  8.9840E-01     |      0.8708051     |   2.2275E-01
  8.9850E-01     |      0.8707775     |   2.2282E-01
  8.9860E-01     |      0.8707499     |   2.2289E-01
  8.9870E-01     |      0.8707223     |   2.2296E-01
  8.9880E-01     |      0.8706947     |   2.2303E-01
  8.9890E-01     |      0.8706671     |   2.2310E-01
  8.9900E-01     |      0.8706395     |   2.2317E-01
  8.9910E-01     |      0.8706119     |   2.2324E-01
  8.9920E-01     |      0.8705843     |   2.2331E-01
  8.9930E-01     |      0.8705566     |   2.2338E-01
  8.9940E-01     |      0.8705290     |   2.2346E-01
  8.9950E-01     |      0.8705014     |   2.2353E-01
  8.9960E-01     |      0.8704738     |   2.2360E-01
  8.9970E-01     |      0.8704461     |   2.2367E-01
  8.9980E-01     |      0.8704185     |   2.2374E-01
  8.9990E-01     |      0.8703909     |   2.2381E-01
  9.0000E-01     |      0.8703632     |   2.2388E-01
  9.0010E-01     |      0.8703356     |   2.2395E-01
  9.0020E-01     |      0.8703079     |   2.2402E-01
  9.0030E-01     |      0.8702803     |   2.2409E-01
  9.0040E-01     |      0.8702527     |   2.2416E-01
  9.0050E-01     |      0.8702250     |   2.2423E-01
  9.0060E-01     |      0.8701974     |   2.2430E-01
  9.0070E-01     |      0.8701697     |   2.2437E-01
  9.0080E-01     |      0.8701420     |   2.2444E-01
  9.0090E-01     |      0.8701144     |   2.2451E-01
  9.0100E-01     |      0.8700867     |   2.2458E-01
  9.0110E-01     |      0.8700590     |   2.2465E-01
  9.0120E-01     |      0.8700314     |   2.2472E-01
  9.0130E-01     |      0.8700037     |   2.2480E-01
  9.0140E-01     |      0.8699760     |   2.2487E-01
  9.0150E-01     |      0.8699484     |   2.2494E-01
  9.0160E-01     |      0.8699207     |   2.2501E-01
  9.0170E-01     |      0.8698930     |   2.2508E-01
  9.0180E-01     |      0.8698653     |   2.2515E-01
  9.0190E-01     |      0.8698376     |   2.2522E-01
  9.0200E-01     |      0.8698099     |   2.2529E-01
  9.0210E-01     |      0.8697822     |   2.2536E-01
  9.0220E-01     |      0.8697545     |   2.2543E-01
  9.0230E-01     |      0.8697269     |   2.2550E-01
  9.0240E-01     |      0.8696992     |   2.2557E-01
  9.0250E-01     |      0.8696715     |   2.2564E-01
  9.0260E-01     |      0.8696437     |   2.2572E-01
  9.0270E-01     |      0.8696160     |   2.2579E-01
  9.0280E-01     |      0.8695883     |   2.2586E-01
  9.0290E-01     |      0.8695606     |   2.2593E-01
  9.0300E-01     |      0.8695329     |   2.2600E-01
  9.0310E-01     |      0.8695052     |   2.2607E-01
  9.0320E-01     |      0.8694775     |   2.2614E-01
  9.0330E-01     |      0.8694497     |   2.2621E-01
  9.0340E-01     |      0.8694220     |   2.2628E-01
  9.0350E-01     |      0.8693943     |   2.2635E-01
  9.0360E-01     |      0.8693666     |   2.2642E-01
  9.0370E-01     |      0.8693388     |   2.2650E-01
  9.0380E-01     |      0.8693111     |   2.2657E-01
  9.0390E-01     |      0.8692834     |   2.2664E-01
  9.0400E-01     |      0.8692556     |   2.2671E-01
  9.0410E-01     |      0.8692279     |   2.2678E-01
  9.0420E-01     |      0.8692001     |   2.2685E-01
  9.0430E-01     |      0.8691724     |   2.2692E-01
  9.0440E-01     |      0.8691446     |   2.2699E-01
  9.0450E-01     |      0.8691169     |   2.2706E-01
  9.0460E-01     |      0.8690891     |   2.2714E-01
  9.0470E-01     |      0.8690614     |   2.2721E-01
  9.0480E-01     |      0.8690336     |   2.2728E-01
  9.0490E-01     |      0.8690058     |   2.2735E-01
  9.0500E-01     |      0.8689781     |   2.2742E-01
  9.0510E-01     |      0.8689503     |   2.2749E-01
  9.0520E-01     |      0.8689225     |   2.2756E-01
  9.0530E-01     |      0.8688948     |   2.2763E-01
  9.0540E-01     |      0.8688670     |   2.2770E-01
  9.0550E-01     |      0.8688392     |   2.2778E-01
  9.0560E-01     |      0.8688114     |   2.2785E-01
  9.0570E-01     |      0.8687836     |   2.2792E-01
  9.0580E-01     |      0.8687559     |   2.2799E-01
  9.0590E-01     |      0.8687281     |   2.2806E-01
  9.0600E-01     |      0.8687003     |   2.2813E-01
  9.0610E-01     |      0.8686725     |   2.2820E-01
  9.0620E-01     |      0.8686447     |   2.2827E-01
  9.0630E-01     |      0.8686169     |   2.2835E-01
  9.0640E-01     |      0.8685891     |   2.2842E-01
  9.0650E-01     |      0.8685613     |   2.2849E-01
  9.0660E-01     |      0.8685335     |   2.2856E-01
  9.0670E-01     |      0.8685057     |   2.2863E-01
  9.0680E-01     |      0.8684778     |   2.2870E-01
  9.0690E-01     |      0.8684500     |   2.2877E-01
  9.0700E-01     |      0.8684222     |   2.2885E-01
  9.0710E-01     |      0.8683944     |   2.2892E-01
  9.0720E-01     |      0.8683666     |   2.2899E-01
  9.0730E-01     |      0.8683388     |   2.2906E-01
  9.0740E-01     |      0.8683109     |   2.2913E-01
  9.0750E-01     |      0.8682831     |   2.2920E-01
  9.0760E-01     |      0.8682553     |   2.2927E-01
  9.0770E-01     |      0.8682274     |   2.2935E-01
  9.0780E-01     |      0.8681996     |   2.2942E-01
  9.0790E-01     |      0.8681718     |   2.2949E-01
  9.0800E-01     |      0.8681439     |   2.2956E-01
  9.0810E-01     |      0.8681161     |   2.2963E-01
  9.0820E-01     |      0.8680882     |   2.2970E-01
  9.0830E-01     |      0.8680604     |   2.2978E-01
