   4,16666591E-10
   4,43672768E-10
   4,50462896E-10
   4,53120220E-10
   4,54423407E-10
   4,55156717E-10
   4,55609587E-10
   4,55908582E-10
   4,56116317E-10
   4,56266323E-10
   4,56378250E-10
   4,56463976E-10
   4,56530942E-10
   4,56584475E-10
   4,56627685E-10
   4,56663347E-10
   4,56692904E-10
   4,56717688E-10
   4,56738811E-10
   4,56756826E-10
   4,56772400E-10
   4,56785867E-10
   4,56797669E-10
   4,56808030E-10
   4,56817171E-10
   4,56825426E-10
   4,56832572E-10
   4,56839053E-10
   4,56844869E-10
   4,56850243E-10
   4,56855064E-10
   4,56859442E-10
   4,56863377E-10
   4,56866981E-10
   4,56870253E-10
   4,56873305E-10
   4,56876136E-10
   4,56878746E-10
   4,56881136E-10
   4,56883417E-10
   4,56885477E-10
   4,56887317E-10
   4,56889158E-10
   4,56890889E-10
   4,56892512E-10
   4,56893913E-10
   4,56895316E-10
   4,56896610E-10
   4,56897794E-10
   4,56898979E-10
   4,56899945E-10
   4,56901022E-10
   4,56901879E-10
   4,56902738E-10
   4,56903598E-10
   4,56904349E-10
   4,56905101E-10
   4,56905855E-10
   4,56906610E-10
   4,56907145E-10
   4,56907792E-10
   4,56908330E-10
   4,56908758E-10
   4,56909299E-10
   4,56909841E-10
   4,56910274E-10
   4,56910708E-10
   4,56911144E-10
   4,56911581E-10
   4,56911909E-10
   4,56912239E-10
   4,56912681E-10
   4,56913013E-10
   4,56913458E-10
   4,56913794E-10
   4,56914020E-10
   4,56914358E-10
   4,56914698E-10
   4,56914929E-10
   4,56915161E-10
   4,56915395E-10
   4,56915630E-10
   4,56915867E-10
   4,56916216E-10
   4,56916345E-10
   4,56916586E-10
   4,56916829E-10
   4,56916962E-10
   4,56917208E-10
   4,56917455E-10
   4,56917593E-10
   4,56917843E-10
   4,56917984E-10
   4,56918126E-10
   4,56918270E-10
   4,56918416E-10
   4,56918563E-10
   4,56918711E-10
   4,56918861E-10
   4,56919013E-10
   4,56919166E-10
   4,56919321E-10
   4,56919477E-10
   4,56919634E-10
   4,56919793E-10
   4,56919843E-10
   4,56920005E-10
   4,56920058E-10
   4,56920112E-10
   4,56920279E-10
   4,56920336E-10
   4,56920506E-10
   4,56920566E-10
   4,56920739E-10
   4,56920803E-10
   4,56920868E-10
   4,56920934E-10
   4,56921113E-10
   4,56921182E-10
   4,56921253E-10
   4,56921326E-10
   4,56921289E-10
   4,56921476E-10
