   4,16681945E-06
   4,43678874E-06
   4,50462104E-06
   4,53114070E-06
   4,54412885E-06
   4,55142583E-06
   4,55592287E-06
   4,55888527E-06
   4,56093730E-06
   4,56241561E-06
   4,56351464E-06
   4,56435304E-06
   4,56500652E-06
   4,56552521E-06
   4,56594337E-06
   4,56628506E-06
   4,56656755E-06
   4,56680354E-06
   4,56700248E-06
   4,56717157E-06
   4,56731633E-06
   4,56744108E-06
   4,56754922E-06
   4,56764347E-06
   4,56772600E-06
   4,56779860E-06
   4,56786272E-06
   4,56791955E-06
   4,56797010E-06
   4,56801519E-06
   4,56805553E-06
   4,56809171E-06
   4,56812423E-06
   4,56815353E-06
   4,56817998E-06
   4,56820389E-06
   4,56822554E-06
   4,56824518E-06
   4,56826301E-06
   4,56827921E-06
   4,56829395E-06
   4,56830737E-06
   4,56831959E-06
   4,56833073E-06
   4,56834089E-06
   4,56835014E-06
   4,56835858E-06
   4,56836627E-06
   4,56837328E-06
   4,56837966E-06
   4,56838546E-06
   4,56839073E-06
   4,56839551E-06
   4,56839984E-06
   4,56840375E-06
   4,56840728E-06
   4,56841045E-06
   4,56841328E-06
   4,56841581E-06
   4,56841806E-06
   4,56842004E-06
   4,56842177E-06
   4,56842326E-06
   4,56842455E-06
   4,56842563E-06
   4,56842652E-06
   4,56842723E-06
   4,56842778E-06
   4,56842817E-06
   4,56842841E-06
   4,56842852E-06
   4,56842850E-06
   4,56842835E-06
   4,56842809E-06
   4,56842772E-06
   4,56842725E-06
   4,56842668E-06
   4,56842602E-06
   4,56842527E-06
   4,56842444E-06
   4,56842353E-06
   4,56842255E-06
   4,56842149E-06
   4,56842037E-06
   4,56841918E-06
   4,56841794E-06
   4,56841663E-06
   4,56841527E-06
   4,56841385E-06
   4,56841239E-06
   4,56841087E-06
   4,56840931E-06
   4,56840771E-06
   4,56840606E-06
   4,56840437E-06
   4,56840263E-06
   4,56840086E-06
   4,56839906E-06
   4,56839721E-06
   4,56839534E-06
   4,56839343E-06
   4,56839148E-06
   4,56838951E-06
   4,56838750E-06
   4,56838546E-06
   4,56838340E-06
   4,56838130E-06
   4,56837918E-06
   4,56837704E-06
   4,56837486E-06
   4,56837266E-06
   4,56837043E-06
   4,56836818E-06
   4,56836591E-06
   4,56836361E-06
   4,56836129E-06
   4,56835894E-06
   4,56835657E-06
   4,56835418E-06
   4,56835176E-06
   4,56834933E-06
   4,56834687E-06
   4,56834439E-06
   4,56834189E-06
   4,56833936E-06
   4,56833681E-06
   4,56833425E-06
   4,56833166E-06
   4,56832905E-06
   4,56832642E-06
   4,56832376E-06
   4,56832109E-06
   4,56831839E-06
   4,56831568E-06
   4,56831294E-06
   4,56831018E-06
   4,56830740E-06
   4,56830459E-06
   4,56830177E-06
   4,56829892E-06
   4,56829605E-06
   4,56829316E-06
   4,56829024E-06
   4,56828730E-06
   4,56828434E-06
   4,56828136E-06
   4,56827835E-06
   4,56827532E-06
   4,56827226E-06
   4,56826918E-06
   4,56826608E-06
   4,56826295E-06
   4,56825979E-06
   4,56825661E-06
   4,56825340E-06
   4,56825017E-06
   4,56824691E-06
   4,56824362E-06
   4,56824031E-06
   4,56823696E-06
   4,56823359E-06
   4,56823019E-06
   4,56822676E-06
   4,56822330E-06
   4,56821981E-06
   4,56821629E-06
   4,56821273E-06
   4,56820915E-06
   4,56820553E-06
   4,56820187E-06
   4,56819819E-06
   4,56819447E-06
   4,56819071E-06
   4,56818692E-06
   4,56818309E-06
   4,56817922E-06
   4,56817531E-06
   4,56817137E-06
   4,56816738E-06
   4,56816336E-06
   4,56815929E-06
   4,56815518E-06
   4,56815103E-06
   4,56814683E-06
   4,56814259E-06
   4,56813830E-06
   4,56813396E-06
   4,56812957E-06
   4,56812514E-06
   4,56812065E-06
   4,56811611E-06
   4,56811152E-06
   4,56810687E-06
   4,56810217E-06
   4,56809740E-06
   4,56809259E-06
   4,56808771E-06
   4,56808276E-06
   4,56807776E-06
   4,56807269E-06
   4,56806755E-06
   4,56806235E-06
   4,56805707E-06
   4,56805172E-06
   4,56804630E-06
   4,56804080E-06
   4,56803523E-06
   4,56802957E-06
   4,56802383E-06
   4,56801801E-06
   4,56801210E-06
   4,56800610E-06
   4,56800001E-06
   4,56799382E-06
   4,56798753E-06
   4,56798114E-06
   4,56797465E-06
   4,56796805E-06
   4,56796134E-06
   4,56795452E-06
   4,56794758E-06
   4,56794052E-06
   4,56793333E-06
   4,56792601E-06
   4,56791856E-06
   4,56791097E-06
   4,56790324E-06
   4,56789535E-06
   4,56788732E-06
   4,56787913E-06
   4,56787077E-06
   4,56786224E-06
   4,56785354E-06
   4,56784466E-06
   4,56783558E-06
   4,56782631E-06
   4,56781683E-06
   4,56780714E-06
   4,56779723E-06
   4,56778709E-06
   4,56777671E-06
   4,56776609E-06
   4,56775520E-06
   4,56774404E-06
   4,56773260E-06
   4,56772087E-06
   4,56770883E-06
   4,56769647E-06
   4,56768377E-06
   4,56767073E-06
   4,56765731E-06
   4,56764351E-06
   4,56762930E-06
   4,56761467E-06
   4,56759960E-06
   4,56758405E-06
   4,56756802E-06
   4,56755146E-06
   4,56753436E-06
   4,56751668E-06
   4,56749839E-06
   4,56747946E-06
   4,56745984E-06
   4,56743950E-06
   4,56741839E-06
   4,56739647E-06
   4,56737369E-06
   4,56734998E-06
   4,56732529E-06
   4,56729955E-06
   4,56727269E-06
   4,56724462E-06
   4,56721527E-06
   4,56718453E-06
   4,56715230E-06
   4,56711846E-06
   4,56708288E-06
   4,56704543E-06
   4,56700593E-06
   4,56696421E-06
   4,56692007E-06
   4,56687328E-06
   4,56682360E-06
   4,56677072E-06
   4,56671433E-06
   4,56665404E-06
   4,56658944E-06
   4,56652002E-06
   4,56644521E-06
   4,56636434E-06
   4,56627664E-06
   4,56618116E-06
   4,56607682E-06
   4,56596229E-06
   4,56583598E-06
   4,56569594E-06
   4,56553978E-06
   4,56536450E-06
   4,56516632E-06
   4,56494039E-06
   4,56468038E-06
   4,56437788E-06
   4,56402148E-06
   4,56359527E-06
   4,56307636E-06
   4,56243070E-06
   4,56160516E-06
   4,56051212E-06
   4,55899606E-06
   4,55675186E-06
   4,55308809E-06
   4,54603245E-06
   4,52680736E-06
   4,26618310E-06
