      Radius     |       Dichte       |       Masse
  5.9000E-01     |      0.9429805     |   6.6106E-02
  6.0000E-01     |      0.9410665     |   6.9441E-02
  6.1000E-01     |      0.9391227     |   7.2882E-02
  6.2000E-01     |      0.9371492     |   7.6430E-02
  6.3000E-01     |      0.9351461     |   8.0087E-02
  6.4000E-01     |      0.9331136     |   8.3854E-02
  6.5000E-01     |      0.9310518     |   8.7732E-02
  6.6000E-01     |      0.9289607     |   9.1722E-02
  6.7000E-01     |      0.9268405     |   9.5825E-02
  6.8000E-01     |      0.9246914     |   1.0004E-01
  6.9000E-01     |      0.9225134     |   1.0438E-01
  7.0000E-01     |      0.9203068     |   1.0883E-01
  7.1000E-01     |      0.9180715     |   1.1340E-01
  7.2000E-01     |      0.9158079     |   1.1808E-01
  7.3000E-01     |      0.9135159     |   1.2289E-01
  7.4000E-01     |      0.9111957     |   1.2782E-01
  7.5000E-01     |      0.9088475     |   1.3287E-01
  7.6000E-01     |      0.9064714     |   1.3805E-01
  7.7000E-01     |      0.9040676     |   1.4334E-01
  7.8000E-01     |      0.9016362     |   1.4877E-01
  7.9000E-01     |      0.8991772     |   1.5431E-01
  8.0000E-01     |      0.8966910     |   1.5999E-01
  8.1000E-01     |      0.8941776     |   1.6579E-01
  8.2000E-01     |      0.8916372     |   1.7172E-01
  8.3000E-01     |      0.8890699     |   1.7778E-01
  8.4000E-01     |      0.8864759     |   1.8397E-01
  8.5000E-01     |      0.8838553     |   1.9029E-01
  8.6000E-01     |      0.8812083     |   1.9675E-01
  8.7000E-01     |      0.8785350     |   2.0333E-01
  8.8000E-01     |      0.8758356     |   2.1004E-01
  8.9000E-01     |      0.8731103     |   2.1689E-01
  9.0000E-01     |      0.8703593     |   2.2388E-01
  9.1000E-01     |      0.8675826     |   2.3099E-01
  9.2000E-01     |      0.8647804     |   2.3825E-01
  9.3000E-01     |      0.8619530     |   2.4563E-01
  9.4000E-01     |      0.8591004     |   2.5316E-01
  9.5000E-01     |      0.8562229     |   2.6082E-01
  9.6000E-01     |      0.8533207     |   2.6861E-01
  9.7000E-01     |      0.8503938     |   2.7654E-01
  9.8000E-01     |      0.8474424     |   2.8461E-01
  9.9000E-01     |      0.8444668     |   2.9282E-01
  1.0000E+00     |      0.8414671     |   3.0117E-01
  1.0100E+00     |      0.8384435     |   3.0965E-01
  1.0200E+00     |      0.8353962     |   3.1827E-01
  1.0300E+00     |      0.8323253     |   3.2703E-01
  1.0400E+00     |      0.8292310     |   3.3593E-01
  1.0500E+00     |      0.8261136     |   3.4497E-01
  1.0600E+00     |      0.8229731     |   3.5415E-01
  1.0700E+00     |      0.8198098     |   3.6347E-01
  1.0800E+00     |      0.8166239     |   3.7292E-01
  1.0900E+00     |      0.8134155     |   3.8252E-01
  1.1000E+00     |      0.8101848     |   3.9225E-01
  1.1100E+00     |      0.8069321     |   4.0212E-01
  1.1200E+00     |      0.8036574     |   4.1213E-01
  1.1300E+00     |      0.8003611     |   4.2228E-01
  1.1400E+00     |      0.7970433     |   4.3257E-01
  1.1500E+00     |      0.7937041     |   4.4300E-01
  1.1600E+00     |      0.7903439     |   4.5357E-01
  1.1700E+00     |      0.7869627     |   4.6427E-01
  1.1800E+00     |      0.7835608     |   4.7511E-01
  1.1900E+00     |      0.7801384     |   4.8609E-01
  1.2000E+00     |      0.7766957     |   4.9721E-01
  1.2100E+00     |      0.7732328     |   5.0846E-01
  1.2200E+00     |      0.7697501     |   5.1985E-01
  1.2300E+00     |      0.7662476     |   5.3137E-01
  1.2400E+00     |      0.7627255     |   5.4303E-01
  1.2500E+00     |      0.7591842     |   5.5483E-01
  1.2600E+00     |      0.7556238     |   5.6676E-01
  1.2700E+00     |      0.7520445     |   5.7882E-01
  1.2800E+00     |      0.7484465     |   5.9102E-01
  1.2900E+00     |      0.7448300     |   6.0335E-01
  1.3000E+00     |      0.7411952     |   6.1581E-01
  1.3100E+00     |      0.7375424     |   6.2840E-01
  1.3200E+00     |      0.7338717     |   6.4112E-01
  1.3300E+00     |      0.7301834     |   6.5397E-01
  1.3400E+00     |      0.7264777     |   6.6695E-01
  1.3500E+00     |      0.7227547     |   6.8006E-01
  1.3600E+00     |      0.7190148     |   6.9330E-01
  1.3700E+00     |      0.7152581     |   7.0666E-01
  1.3800E+00     |      0.7114848     |   7.2015E-01
  1.3900E+00     |      0.7076952     |   7.3376E-01
  1.4000E+00     |      0.7038894     |   7.4749E-01
  1.4100E+00     |      0.7000678     |   7.6135E-01
  1.4200E+00     |      0.6962305     |   7.7533E-01
  1.4300E+00     |      0.6923776     |   7.8943E-01
  1.4400E+00     |      0.6885096     |   8.0364E-01
  1.4500E+00     |      0.6846265     |   8.1798E-01
  1.4600E+00     |      0.6807286     |   8.3243E-01
  1.4700E+00     |      0.6768162     |   8.4700E-01
  1.4800E+00     |      0.6728894     |   8.6168E-01
  1.4900E+00     |      0.6689485     |   8.7648E-01
  1.5000E+00     |      0.6649936     |   8.9139E-01
  1.5100E+00     |      0.6610251     |   9.0640E-01
  1.5200E+00     |      0.6570431     |   9.2153E-01
  1.5300E+00     |      0.6530480     |   9.3676E-01
  1.5400E+00     |      0.6490398     |   9.5210E-01
  1.5500E+00     |      0.6450188     |   9.6755E-01
  1.5600E+00     |      0.6409854     |   9.8310E-01
  1.5700E+00     |      0.6369396     |   9.9874E-01
  1.5800E+00     |      0.6328817     |   1.0145E+00
  1.5900E+00     |      0.6288120     |   1.0303E+00
  1.6000E+00     |      0.6247306     |   1.0463E+00
  1.6100E+00     |      0.6206379     |   1.0623E+00
  1.6200E+00     |      0.6165341     |   1.0785E+00
  1.6300E+00     |      0.6124193     |   1.0947E+00
  1.6400E+00     |      0.6082938     |   1.1110E+00
  1.6500E+00     |      0.6041579     |   1.1274E+00
  1.6600E+00     |      0.6000117     |   1.1439E+00
  1.6700E+00     |      0.5958556     |   1.1605E+00
  1.6800E+00     |      0.5916897     |   1.1771E+00
  1.6900E+00     |      0.5875143     |   1.1939E+00
  1.7000E+00     |      0.5833296     |   1.2107E+00
  1.7100E+00     |      0.5791358     |   1.2276E+00
  1.7200E+00     |      0.5749333     |   1.2446E+00
  1.7300E+00     |      0.5707222     |   1.2616E+00
  1.7400E+00     |      0.5665027     |   1.2787E+00
  1.7500E+00     |      0.5622751     |   1.2959E+00
  1.7600E+00     |      0.5580397     |   1.3132E+00
  1.7700E+00     |      0.5537966     |   1.3305E+00
  1.7800E+00     |      0.5495461     |   1.3479E+00
  1.7900E+00     |      0.5452885     |   1.3653E+00
  1.8000E+00     |      0.5410240     |   1.3828E+00
  1.8100E+00     |      0.5367528     |   1.4004E+00
  1.8200E+00     |      0.5324751     |   1.4180E+00
  1.8300E+00     |      0.5281912     |   1.4356E+00
  1.8400E+00     |      0.5239014     |   1.4533E+00
  1.8500E+00     |      0.5196058     |   1.4711E+00
  1.8600E+00     |      0.5153048     |   1.4889E+00
  1.8700E+00     |      0.5109985     |   1.5068E+00
  1.8800E+00     |      0.5066872     |   1.5247E+00
  1.8900E+00     |      0.5023710     |   1.5426E+00
  1.9000E+00     |      0.4980504     |   1.5605E+00
  1.9100E+00     |      0.4937255     |   1.5785E+00
  1.9200E+00     |      0.4893964     |   1.5966E+00
  1.9300E+00     |      0.4850636     |   1.6146E+00
  1.9400E+00     |      0.4807272     |   1.6327E+00
  1.9500E+00     |      0.4763874     |   1.6508E+00
  1.9600E+00     |      0.4720445     |   1.6689E+00
  1.9700E+00     |      0.4676988     |   1.6871E+00
  1.9800E+00     |      0.4633504     |   1.7052E+00
  1.9900E+00     |      0.4589996     |   1.7234E+00
  2.0000E+00     |      0.4546466     |   1.7416E+00
  2.0100E+00     |      0.4502918     |   1.7598E+00
  2.0200E+00     |      0.4459352     |   1.7780E+00
  2.0300E+00     |      0.4415772     |   1.7962E+00
  2.0400E+00     |      0.4372179     |   1.8144E+00
  2.0500E+00     |      0.4328577     |   1.8326E+00
  2.0600E+00     |      0.4284968     |   1.8507E+00
  2.0700E+00     |      0.4241353     |   1.8689E+00
  2.0800E+00     |      0.4197736     |   1.8871E+00
  2.0900E+00     |      0.4154118     |   1.9052E+00
  2.1000E+00     |      0.4110502     |   1.9234E+00
  2.1100E+00     |      0.4066891     |   1.9415E+00
  2.1200E+00     |      0.4023286     |   1.9596E+00
  2.1300E+00     |      0.3979690     |   1.9777E+00
  2.1400E+00     |      0.3936106     |   1.9957E+00
  2.1500E+00     |      0.3892535     |   2.0137E+00
  2.1600E+00     |      0.3848980     |   2.0317E+00
  2.1700E+00     |      0.3805443     |   2.0496E+00
  2.1800E+00     |      0.3761928     |   2.0675E+00
  2.1900E+00     |      0.3718435     |   2.0854E+00
  2.2000E+00     |      0.3674967     |   2.1032E+00
  2.2100E+00     |      0.3631527     |   2.1210E+00
  2.2200E+00     |      0.3588116     |   2.1387E+00
  2.2300E+00     |      0.3544738     |   2.1563E+00
  2.2400E+00     |      0.3501394     |   2.1739E+00
  2.2500E+00     |      0.3458087     |   2.1915E+00
  2.2600E+00     |      0.3414819     |   2.2089E+00
  2.2700E+00     |      0.3371592     |   2.2263E+00
  2.2800E+00     |      0.3328409     |   2.2437E+00
  2.2900E+00     |      0.3285271     |   2.2609E+00
  2.3000E+00     |      0.3242182     |   2.2781E+00
  2.3100E+00     |      0.3199142     |   2.2952E+00
  2.3200E+00     |      0.3156156     |   2.3123E+00
  2.3300E+00     |      0.3113223     |   2.3292E+00
  2.3400E+00     |      0.3070348     |   2.3461E+00
  2.3500E+00     |      0.3027532     |   2.3628E+00
  2.3600E+00     |      0.2984778     |   2.3795E+00
  2.3700E+00     |      0.2942087     |   2.3961E+00
  2.3800E+00     |      0.2899461     |   2.4126E+00
  2.3900E+00     |      0.2856904     |   2.4289E+00
  2.4000E+00     |      0.2814417     |   2.4452E+00
  2.4100E+00     |      0.2772002     |   2.4614E+00
  2.4200E+00     |      0.2729662     |   2.4774E+00
  2.4300E+00     |      0.2687398     |   2.4933E+00
  2.4400E+00     |      0.2645213     |   2.5091E+00
  2.4500E+00     |      0.2603109     |   2.5248E+00
  2.4600E+00     |      0.2561088     |   2.5404E+00
  2.4700E+00     |      0.2519153     |   2.5558E+00
  2.4800E+00     |      0.2477304     |   2.5711E+00
  2.4900E+00     |      0.2435545     |   2.5863E+00
  2.5000E+00     |      0.2393878     |   2.6013E+00
  2.5100E+00     |      0.2352304     |   2.6162E+00
  2.5200E+00     |      0.2310825     |   2.6310E+00
  2.5300E+00     |      0.2269445     |   2.6456E+00
  2.5400E+00     |      0.2228164     |   2.6600E+00
  2.5500E+00     |      0.2186985     |   2.6743E+00
  2.5600E+00     |      0.2145910     |   2.6885E+00
  2.5700E+00     |      0.2104941     |   2.7024E+00
  2.5800E+00     |      0.2064079     |   2.7163E+00
  2.5900E+00     |      0.2023328     |   2.7299E+00
  2.6000E+00     |      0.1982689     |   2.7434E+00
  2.6100E+00     |      0.1942163     |   2.7567E+00
  2.6200E+00     |      0.1901753     |   2.7699E+00
  2.6300E+00     |      0.1861461     |   2.7828E+00
  2.6400E+00     |      0.1821289     |   2.7956E+00
  2.6500E+00     |      0.1781239     |   2.8082E+00
  2.6600E+00     |      0.1741313     |   2.8206E+00
  2.6700E+00     |      0.1701512     |   2.8329E+00
  2.6800E+00     |      0.1661838     |   2.8449E+00
  2.6900E+00     |      0.1622294     |   2.8567E+00
  2.7000E+00     |      0.1582881     |   2.8684E+00
  2.7100E+00     |      0.1543602     |   2.8798E+00
  2.7200E+00     |      0.1504457     |   2.8910E+00
  2.7300E+00     |      0.1465449     |   2.9021E+00
  2.7400E+00     |      0.1426580     |   2.9129E+00
  2.7500E+00     |      0.1387852     |   2.9235E+00
  2.7600E+00     |      0.1349266     |   2.9339E+00
  2.7700E+00     |      0.1310824     |   2.9440E+00
  2.7800E+00     |      0.1272528     |   2.9540E+00
  2.7900E+00     |      0.1234380     |   2.9637E+00
  2.8000E+00     |      0.1196381     |   2.9732E+00
  2.8100E+00     |      0.1158533     |   2.9825E+00
  2.8200E+00     |      0.1120839     |   2.9915E+00
  2.8300E+00     |      0.1083299     |   3.0003E+00
  2.8400E+00     |      0.1045915     |   3.0088E+00
  2.8500E+00     |      0.1008690     |   3.0172E+00
  2.8600E+00     |      0.0971625     |   3.0252E+00
  2.8700E+00     |      0.0934721     |   3.0331E+00
  2.8800E+00     |      0.0897980     |   3.0406E+00
  2.8900E+00     |      0.0861404     |   3.0479E+00
  2.9000E+00     |      0.0824994     |   3.0550E+00
  2.9100E+00     |      0.0788752     |   3.0618E+00
  2.9200E+00     |      0.0752680     |   3.0684E+00
  2.9300E+00     |      0.0716779     |   3.0747E+00
  2.9400E+00     |      0.0681051     |   3.0807E+00
  2.9500E+00     |      0.0645498     |   3.0864E+00
  2.9600E+00     |      0.0610120     |   3.0919E+00
  2.9700E+00     |      0.0574919     |   3.0971E+00
  2.9800E+00     |      0.0539898     |   3.1021E+00
  2.9900E+00     |      0.0505057     |   3.1067E+00
  3.0000E+00     |      0.0470398     |   3.1111E+00
  3.0100E+00     |      0.0435922     |   3.1152E+00
  3.0200E+00     |      0.0401631     |   3.1190E+00
  3.0300E+00     |      0.0367527     |   3.1225E+00
  3.0400E+00     |      0.0333610     |   3.1257E+00
  3.0500E+00     |      0.0299883     |   3.1287E+00
  3.0600E+00     |      0.0266346     |   3.1313E+00
  3.0700E+00     |      0.0233001     |   3.1337E+00
  3.0800E+00     |      0.0199849     |   3.1357E+00
  3.0900E+00     |      0.0166892     |   3.1374E+00
  3.1000E+00     |      0.0134131     |   3.1389E+00
  3.1100E+00     |      0.0101567     |   3.1400E+00
  3.1200E+00     |      0.0069202     |   3.1408E+00
  3.1300E+00     |      0.0037036     |   3.1414E+00
  3.1400E+00     |      0.0005072     |   3.1416E+00
